image_id,filename,source_type,width,height,orientation,quality,difficulty,number_of_rooms,has_dimensions,has_text,source,license,date_collected
FP_0021,FP_0021.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0022,FP_0022.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0023,FP_0023.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0024,FP_0024.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0025,FP_0025.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0026,FP_0026.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0027,FP_0027.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0028,FP_0028.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0029,FP_0029.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0030,FP_0030.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0031,FP_0031.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0032,FP_0032.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0033,FP_0033.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0034,FP_0034.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0035,FP_0035.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0036,FP_0036.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0037,FP_0037.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0038,FP_0038.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0039,FP_0039.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0040,FP_0040.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0041,FP_0041.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0042,FP_0042.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0043,FP_0043.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0044,FP_0044.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0045,FP_0045.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0046,FP_0046.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0047,FP_0047.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0048,FP_0048.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0049,FP_0049.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0050,FP_0050.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0051,FP_0051.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0052,FP_0052.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0053,FP_0053.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0054,FP_0054.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0055,FP_0055.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0056,FP_0056.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0057,FP_0057.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0058,FP_0058.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0059,FP_0059.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0060,FP_0060.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0061,FP_0061.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0062,FP_0062.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0063,FP_0063.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0064,FP_0064.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0065,FP_0065.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0066,FP_0066.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0067,FP_0067.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0068,FP_0068.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0069,FP_0069.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0070,FP_0070.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0071,FP_0071.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0072,FP_0072.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0073,FP_0073.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0074,FP_0074.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0075,FP_0075.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0076,FP_0076.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0077,FP_0077.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0078,FP_0078.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0079,FP_0079.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0080,FP_0080.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0081,FP_0081.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0082,FP_0082.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0083,FP_0083.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0084,FP_0084.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0085,FP_0085.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0086,FP_0086.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0087,FP_0087.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,NO,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0088,FP_0088.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0089,FP_0089.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0090,FP_0090.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0091,FP_0091.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0092,FP_0092.jpg,CAD,1920,1080,landscape,HIGH,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0093,FP_0093.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0094,FP_0094.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0095,FP_0095.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0096,FP_0096.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0097,FP_0097.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0098,FP_0098.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0099,FP_0099.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0100,FP_0100.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0101,FP_0101.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0102,FP_0102.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0103,FP_0103.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0104,FP_0104.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0105,FP_0105.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0106,FP_0106.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0107,FP_0107.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0108,FP_0108.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0109,FP_0109.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0110,FP_0110.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0111,FP_0111.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0112,FP_0112.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0113,FP_0113.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0114,FP_0114.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0115,FP_0115.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0116,FP_0116.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0117,FP_0117.jpg,CAD,1920,1080,landscape,HIGH,EASY,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0118,FP_0118.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0119,FP_0119.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0120,FP_0120.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0121,FP_0121.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0122,FP_0122.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0123,FP_0123.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0124,FP_0124.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0125,FP_0125.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0126,FP_0126.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0127,FP_0127.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0128,FP_0128.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0129,FP_0129.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0130,FP_0130.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0131,FP_0131.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0132,FP_0132.jpg,CAD,1920,1080,landscape,MEDIUM,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0133,FP_0133.jpg,CAD,1920,1080,landscape,MEDIUM,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0134,FP_0134.jpg,CAD,1920,1080,landscape,MEDIUM,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0135,FP_0135.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0136,FP_0136.jpg,CAD,1920,1080,landscape,HIGH,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0137,FP_0137.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0138,FP_0138.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0139,FP_0139.jpg,CAD,1920,1080,landscape,MEDIUM,EASY,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0140,FP_0140.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,YES,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
FP_0141,FP_0141.jpg,CAD,1920,1080,landscape,LOW,MEDIUM,,NO,YES,Public_Dataset (Roboflow: kt-nyjuw/floor-plan-nnoub),CC BY 4.0,2026-09-06
